category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Earth and Space,Multiple Choice,"When observing a sample of schist, you notice dodecahedral grains of a mysterious red mineral. Which of the following minerals have you most likely observed? W) Corundum X) Almandine Y) Cinnabar Z) Vanadinite",X) ALMANDINE,Multiple Choice,"You are on a beach in the afternoon and notice there is a rather strong breeze coming from the sea. Which of the following options BEST describes the mechanism behind this phenomenon? W) The land heats up faster than the sea, leading to low-level convergence over land X) The land heats up faster than the sea, leading to low-level divergence over land Y) The sea heats up faster than the land, leading to low-level convergence over land Z) Air is pushed by the waves towards land","W) THE LAND HEATS UP FASTER THAN THE SEA, LEADING TO LOW-",SBST
Chemistry,Short Answer,What law states that the solubility of a gas in a liquid is directly proportional to its partial pressure directly above the liquid?,HENRY’S LAW,Short Answer,"NO2 is in a gas-phase equilibrium with N2O4. Given that the forward reaction is exothermic, identify all of the following three changes to the system that would shift the reaction to the left: 1) Increasing temperature; 2) Decreasing volume of reaction vessel; 3) Increasing partial pressure of NO2.",1 AND 2,SBST
Biology,Short Answer,What enzyme is responsible for producing the majority of glucose-6-phosphate in a respiring cell?,HEXOKINASE,Short Answer,The cholera bacteria infects intestinal cells by secreting a toxin that keeps G-protein coupled receptors continually in the active state. What compound does the toxin enzymatically add to a G protein to keep it activated?,ADP-RIBOSE,SBST
Energy,Short Answer,"Scientists at Pacific Northwest National Lab are detecting concentrations of the pertechnetate ion in groundwater to assess water safety near nuclear facilities. Given that the chemical formula of pertechnetate is TcO4–, then, indicating proper charge, what is the oxidation state of the central technetium atom?",7+ (DO NOT ACCEPT: 7),Short Answer,Scientists at SLAC National Accelerator Lab are studying how proteins crystallize to form microbial shells. They observe that crystallization ends with the crystallization of the n-terminus. What functional group is present at the n-terminus of a protein?,AMINE (ACCEPT: AMINO),SBST
Physics,Short Answer,"A ball is launched off a cliff horizontally. Three seconds later, it is traveling at a 45 degree angle to the horizontal. At that moment, what is its speed to the nearest meter per second?",42,Short Answer,"A satellite is circling a planet 50 kilometers above the surface with constant velocity. Given that the planet’s diameter is 300 kilometers, if the satellite moves to a circular orbit 300 km above the surface, what is the ratio of its initial velocity to its final velocity?",1.5 (ACCEPT: 3 TO 2),SBST
Earth and Space,Short Answer,What was the minor supercontinent that formed the northern part of Pangaea [pan-JEE-uh]?,LAURASIA,Short Answer,The yellow color of Io’s surface is primarily caused by compounds of what element?,SULFUR,SBST
Math,Short Answer,What is the sum of the squares of the first 5 positive integers?,55,Short Answer,"Three metal plates with radii of 11 centimeters, 12 centimeters, and 24 centimeters are melted down and recast into a new plate of the same thickness. In centimeters, what will be the radius of the new plate?",29,SBST
Biology,Short Answer,What basophilic cell type in the gastric fundus secretes gastric lipase and pepsinogen?,CHIEF CELL,Short Answer,What enzyme directly allows for the conversion of RNA to DNA in retroviruses?,REVERSE TRANSCRIPTASE,SBST
Chemistry,Multiple Choice,Which of the following molecules has the highest vapor pressure at room temperature? W) Methanol X) Water Y) Acetic acid Z) Diethyl ether,Z) DIETHYL ETHER,Multiple Choice,Which of the following materials is NOT considered a crystalline solid? W) Rubber X) Ceramic Y) Water ice Z) Graphite,W) RUBBER,SBST
Earth and Space,Short Answer,Order the following four stages of the Big Bang from first to last: 1) Nucleosynthesis; 2) Inflation; 3) Recombination; 4) Grand unification epoch.,"4, 2, 1, 3",Multiple Choice,Which of the following is not a form of primary porosity? W) Vesicles X) Miarolitic cavities Y) Fault breccia cavities Z) Pore space between sandstone grains,Y) FAULT BRECCIA CAVITIES,SBST
Physics,Short Answer,Which of the following is closest to the electric potential in volts at the center of a loop with radius 28 centimeters and linear charge density 4 coulombs per meter? W) 2.3 x 1010 X) 2.3 x 1011 Y) 2.3 x 1012 Z) 2.3 x 1013,X) 2.3 x 1011,Short Answer,What is the horizontal range of a projectile fired from the ground at 14 meters per second at a 15 degree angle to the horizontal?,10 METERS,SBST
Energy,Short Answer,Scientists at SLAC National Accelerator Lab are using the Linac Coherent Light Source to study buckminsterfullerenes. Buckminsterfullerenes are made of carbon rings of what two sizes?,5 AND 6,Short Answer,Scientists at Lawrence Berkeley National Lab are investigating ferromagnetism in graphene. Identify all of the following three other properties exhibited by graphene: 1) Excellent electrical conductivity; 2) Excellent thermal conductivity; 3) sp2 hybridized carbon atoms.,ALL,SBST
Biology,Short Answer,How many Barr bodies will form in a cell of an individual with Klinefelter syndrome?,1,Multiple Choice,At which of the following environmental pH levels will pepsin exhibit maximum activity? W) 1.0 X) 2.0 Y) 3.0 Z) 4.0,X) 2.0,SBST
Math,Short Answer,"Identify all of the following three quadrilaterals that must have perpendicular diagonals: 1) Rhombus, 2) Rectangle, 3) Kite.",1 AND 3,Short Answer,"What is the y-intercept of the line that is perpendicular to the line –6x + 3y = 18 and passes through the point (4, 9)?","(0, 11) (ACCEPT: 11)",SBST
Chemistry,Multiple Choice,Which of the following elements is LEAST likely to exhibit the inert-pair effect? W) Germanium X) Indium Y) Tin Z) Bismuth,W) GERMANIUM,Short Answer,What is the term for a colloid such as smoke in which a solid is dispersed throughout a gas?,AEROSOL,SBST
Biology,Multiple Choice,Which of the following organisms is most likely to follow a type III survivorship curve? W) Human X) Oyster Y) Hydra Z) Boar,X) OYSTER,Short Answer,What waxy substance makes up the Casparian strip in plants?,SUBERIN,SBST
Math,Short Answer,What is the product of the least common multiple and greatest common factor of 26 and 28?,728,Short Answer,An isosceles trapezoid has bases of lengths 16 and 26 and legs each of length 13. What is the area of the trapezoid?,252,SBST
Physics,Short Answer,"A 1000-kilogram car is driving in a circle of radius 25 meters. If the car’s tangential velocity is 10 meters per second, then in newtons, what is the centripetal force acting on the car?",4000,Short Answer,"A 2-microhenry inductor is connected in series with a 4-kiloohm resistor and a 12-volt battery. A switch is flipped, breaking the previous circuit and connecting the inductor to a different circuit in series with a 20-kiloohm resistor. In volts, what is the potential difference across this resistor immediately after the switch is flipped?",60,SBST
Earth and Space,Multiple Choice,Which of the following minerals would least likely be found in a pegmatite? W) Fluorite X) Muscovite Y) Kyanite Z) Orthoclase,Y) KYANITE,Short Answer,Identify all of the following three conditions that are associated with El Niño: 1) Droughts in Peru; 2) Reduced fishing yields off coasts in Peru; 3) Intensification of the equatorial countercurrent.,2 AND 3,SBST
Energy,Short Answer,Scientists at SLAC National Accelerator Lab are developing the Dark,HUBBLE’S LAW,Multiple Choice,Scientists at Argonne National Lab are analyzing SARS-CoV-2 using the Advanced Photon Source. Photons in what region of the electromagnetic spectrum were fired at a crystallized form of SARS-CoV-2 in order to determine its structure? W) Microwave X) Ultraviolet Y) X-ray Z) Gamma,Y) X-RAY,SBST
Biology,Multiple Choice,Paramecia regulate internal osmolarity by which of the following cellular structures? W) Cytoproct X) Contractile vacuole Y) Endoplasmic reticulum Z) Vestibulum,X) CONTRACTILE VACUOLE,Short Answer,Fetal hemoglobin has a higher affinity to Oxygen because it cannot bind to what specific molecule?,"2,3-BISPHOSPHOGLYCERATE (ACCEPT: 2,3-BPG)",SBST
Math,Short Answer,Michael can paint a room in 2 minutes and Jennifer can paint the same room in 3 minutes. How many minutes will it take them to paint the room if they work together?,1.2,Short Answer,"A rectangular prism has faces of areas 24, 28, and 42. What is the volume of the rectangular prism?",168,SBST
Earth and Space,Multiple Choice,"GRACE is a pair of twin satellites that provides crucial oceanographic data, used to approximate ocean bottom pressure and map deep ocean currents. Which of the following does GRACE likely measure? W) Gravity anomalies X) Sea surface reflectivity Y) Sea surface temperature Z) Atmospheric pressure",W) GRAVITY ANOMALIES,Short Answer,Rank the following three stages of mid-latitude cyclogenesis in chronological order: 1) Occluded front forms; 2) The cold front chases the warm front cyclonically; 3) Frontal wave forms.,"3, 2, 1",SBST
Chemistry,Short Answer,What quantity is used in chemistry to measure the relative concentrations of products and reactants at any given point in time?,REACTION QUOTIENT (DO NOT ACCEPT: EQUILIBRIUM CONSTANT),Short Answer,"To the nearest tenth and in degrees Celsius, what is the freezing point of a 2 molal solution of calcium chloride, assuming the freezing-point constant for water is 1.86 degrees Celsius per molal?",–3.7,SBST
Physics,Short Answer,"How much more work, in joules, is required to accelerate a 5-kilogram object from 10 meters per second to 20 meters per second than is required to accelerate the same object from rest to 10 meters per second?",1000,Short Answer,"A 4-meter long rod of diameter 1 meter starts rotating around its center with an angular velocity of 3 radians per second. If the new stretched length of the rod is 4.4 meters and the mass of the rod is 200-kilograms, what is the Young’s modulus of the rod in terms of π?",144000/π,SBST
Physics,,,Y) LOWER REMANENCE THAN ELECTROMAGNETS,Short Answer,Scientists at Sandia National Lab have designed a new type of portable gas sensor that detects airborne toxins. The sensor separates a sample of air through gas chromatography. Identify all of the following three species that are appropriate mobile phases for gas chromatography: 1) Water; 2) Helium; 3) Diethyl ether.,2 ONLY,SBST
Math,Multiple Choice,"Two vectors, A and B, have magnitudes of 7 and 10, respectively. If the angle between A and B is 120 degrees, which of the following is the dot product of A and B? W) –35 times the square root of 3 X) –35 Y) 35 Z) 35 times the square root of 3",X) –35,Short Answer,What is the average value of the function f(x) = sin(x) on the interval from x = 0 to x = π?,2/π,SBST
Biology,Short Answer,The endosperms of angiosperms are triploid due to what complex fertilization mechanism?,DOUBLE FERTILIZATION,Short Answer,Rank the following three root tissues from innermost to outermost: 1) Protoderm; 2) Ground meristem; 3) Procambium.,"3, 2, 1",SBST
Earth and Space,Multiple Choice,"Which of the following best describes the interior heat transfer of a 2.5-solar mass main sequence star? W) Completely convective X) Completely radiative Y) Radiative core, convective shell Z) Convective core, radiative shell","Z) CONVECTIVE CORE, RADIATIVE SHELL",Multiple Choice,Which of the following cloud types is most likely to generate a tornado? W) Nimbostratus X) Cirrocumulus Y) Stratocumulus Z) Cumulonimbus,Z) CUMULONIMBUS,SBST
Chemistry,Multiple Choice,Bomb calorimeters are used by chemists to determine the energy change during a heat transfer. Which of the following quantities must remain constant inside the bomb calorimeter for the heat transfer to be equal to the change in internal energy? W) Pressure X) Volume Y) Temperature Z) Entropy,X) VOLUME,Short Answer,"What is the frequency, in Rydbergs, of a photon released when an electron in a hydrogen atom falls from the second excited state to the ground state?",8/9,SBST
Physics,Short Answer,"According to general relativity, two masses orbiting each other will eventually spiral in as they lose energy in what form?",GRAVITATIONAL WAVES (DO NOT ACCEPT: GRAVITY WAVES),Short Answer,"The translational kinetic energy of a molecule of nitrogen gas is 48 millielectron volts. In millielectron volts, what is the expected value of its rotational kinetic energy?",32,SBST
Math,Short Answer,What is the product of the complex number 5 + 12i and its complex conjugate?,169,Short Answer,For what positive integers a is it true that (a – 8) divides a?,"4, 6, 7, 9, 10, 12, 16",SBST
Biology,Multiple Choice,Which of the following is closest to the width of a nuclear pore? W) 100 femtometers X) 100 picometers Y) 100 nanometers Z) 100 micrometers,Y) 100 NANOMETERS,Short Answer,What tissue of cells touching the afferent arteriole releases renin in response to a decrease in blood pressure?,"JUXTAGLOMERULAR APPARATUS (ACCEPT: JGA, GRANULAR CELLS, JG",SBST
Energy,Short Answer,"Scientists at Argonne National Lab have recently used ptychography [tie-KAW-gruh-fee] in order to sort and identify chromosomes. What is the name for the ordinary method of photographing, sorting, and identifying chromosomes?",KARYOTYPING,Short Answer,"Scientists at Argonne National Lab are seeking new ways to store hydrogen as a potential fuel source. Rank the following three hydrogen storage methods from least to greatest hydrogen density: 1) Hydrogen adsorption onto a solid, 2) Hydrogen chemically incorporated in a solid; 3) Hydrogen in the interstitial spaces of a solid.","1, 3, 2",SBST
Chemistry,Short Answer,What adjective is used to describe liquids that exist below their freezing point?,SUPERCOOLED (DO NOT ACCEPT: SUPERFLUID),Multiple Choice,Which of the following reactions is nonspontaneous under standard conditions? W) Electrolysis of sulfuric acid solution X) Combustion of methane Y) Neutralization of hydrochloric acid with sodium hydroxide Z) Precipitation of barium sulfate,W) ELECTROLYSIS OF SULFURIC ACID SOLUTION,SBST
Earth and Space,Short Answer,The Kirkwood gaps in the asteroid belt are caused by orbital resonance with what planet?,JUPITER,Multiple Choice,Which of the following orbital shapes occurs when the velocity at every point of the orbit is equal to the escape velocity at that point? W) Circular X) Elliptical Y) Parabolic Z) Hyperbolic,Y) PARABOLIC,SBST
Biology,Short Answer,"What hormone, secreted by the adrenal glands, plays a role in regulating salt and water levels in the kidney?",ALDOSTERONE,Multiple Choice,Which of the following is most accurate regarding the transport of proteins across the nuclear membrane? W) Most proteins are small enough to pass through the pores without regulation X) Proteins are tagged with a detectable amino acid sequence Y) Proteins do not pass through nuclear pores Z) Proteins are tagged with a carbohydrate chain,X) PROTEINS ARE TAGGED WITH A DETECTABLE AMINO ACID,SBST
Earth and Space,Short Answer,Identify all of the following four changes to seawater that would increase salinity: 1) Higher evaporation; 2) Increased formation of sea ice; 3) Increased number of icebergs; 4) Increased stream runoff into the ocean.,1 AND 2,Short Answer,What is the name of the upper mass limit of neutron stars?,TOV LIMIT (ACCEPT: TOLMAN-OPPENHEIMER-VOLKOFF LIMIT),SBST
Math,Multiple Choice,"Which of the following statements is true regarding the function f(x) = x2 + x + 1? W) It is always concave up X) Its discriminant is positive Y) It has two real roots Z) As x approaches infinity, f(x) approaches negative infinity",W) IT IS ALWAYS CONCAVE UP,Short Answer,Five people are sitting in a row of five chairs. How many orders are possible if Anna can’t sit next to Brian and Catherine can’t sit next to Edward?,48,SBST
Physics,Multiple Choice,The electric field in a region is conservative only under which of the following conditions? W) No charges are present X) All charges are stationary Y) All currents are steady Z) No displacement currents are present,Y) ALL CURRENTS ARE STEADY,Short Answer,"Daniel stands on a scale in an elevator, which is initially at rest. It first undergoes a constant acceleration upwards for 3 seconds, during which the scale reads 80 kilograms. Then, it decelerates to a stop over 2 seconds, during which the scale reads 60 kilograms. In kilograms, what is Daniel’s mass?",72,SBST
Chemistry,Short Answer,Identify all of the following three compounds that are salts of strong acids: 1) Sodium chloride; 2) Potassium fluoride; 3) Ammonium perchlorate.,1 AND 3,Short Answer,Identify all of the following three options that are likely to increase the rate of a chemical reaction: 1) Increasing temperature; 2) Decreasing reactant concentrations; 3) Decreasing product concentrations.,1 ONLY,SBST
Energy,Multiple Choice,Scientists at Pacific Northwest National Lab are creating protein lattices on the surfaces of mica crystals. Which of the following statements regarding mica is false? W) Mica exhibits perfect basal cleavage X) Mica is a phyllosilicate Y) Most micas are harder than quartz Z) Most micas are insulators,Y) MOST MICAS ARE HARDER THAN QUARTZ,Short Answer,"Scientists at Pacific Northwest National Lab have identified the structure of the Janus intermediate, which is an intermediate in the biological conversion of atmospheric nitrogen to ammonia. This step of nitrogen fixation is accomplished via what important group of enzymes?",NITROGENASES,SBST
Chemistry,Multiple Choice,Which of the following properties tends to decrease across a period on the periodic table? W) Ionization energy X) Electronegativity Y) Atomic radius Z) Effective nuclear charge,Y) ATOMIC RADIUS,Short Answer,What is the term for materials that can become electrically polarized under mechanical stress?,PIEZOELECTRIC,SBST
Math,Short Answer,"An equilateral triangle has an area of 49 square root of 3 square centimeters. In centimeters, how long is each side?",14,Short Answer,"Evelyn has a strange plant. At first, it is 1 inch tall. At the end of every day, it has a 50% chance of tripling its height. In inches, what is the expected value of its height after 3 days?",8,SBST
Biology,Multiple Choice,What is the term for flowers that lack one or more of the four basic plant organs? W) Partial flowers X) Deficient flowers Y) Incomplete flowers Z) Sufficient flowers,Y) INCOMPLETE FLOWERS,Short Answer,How many primers are needed to perform a single PCR reaction?,2,SBST
Physics,Multiple Choice,"A red marble traveling to the right at 3 meters per second collides head-on with a blue marble of identical mass traveling to the left at 5 meters per second. In meters per second, what are the minimum and maximum speeds, respectively, of the red marble after the collision?",1 AND 5,Short Answer,"A 6-kilogram car is driving into a vertical, circular loop of radius 10 meters. What is the minimum kinetic energy in joules that the car needs at the bottom of the loop in order to be able to complete the loop without leaving the loop’s surface?",1470,SBST
Earth and Space,Multiple Choice,Which of the following plate boundaries is NOT a convergent boundary? W) Nazca plate and South American plate boundary X) Juan de Fuca plate and North American plate boundary Y) Pacific plate and Phillipine plate boundary Z) North American plate and African plate boundary,Z) NORTH AMERICAN PLATE AND AFRICAN PLATE BOUNDARY,Multiple Choice,The moon is seen in the Northern hemisphere with its right side illuminated with a sliver of light on April 2nd. What phase will the moon be on April 13th? W) First quarter X) Full moon Y) Waning gibbous Z) Third quarter,X) FULL MOON,SBST
Energy,Multiple Choice,"Researchers at Argonne National Lab operate the Advanced Electron Paramagnetic Resonance facility, or AEPR, in order to analyze transition metal complexes. Which of the following types of molecules would this facility most likely analyze? W) A molecule with unpaired electrons X) A molecule with unpaired protons Y) A molecule with no unpaired electrons Z) A molecule with no unpaired protons",W) A MOLECULE WITH UNPAIRED ELECTRONS,Short Answer,Scientists at Pacific Northwest National Lab are developing better models to predict subsurface water flow. Which fundamental law of hydrogeology describes the flow velocity of a fluid through a porous medium?,DARCY’S LAW,SBST
Biology,Short Answer,What sequencing technique is most often used in DNA fingerprinting to detect polymorphisms?,RESTRICTION FRAGMENT LENGTH POLYMORPHISM (ACCEPT: RFLP),Multiple Choice,Cri du chat [kree-doo-SHAH] syndrome is an example of which of the following errors during DNA replication? W) Duplication X) Deletion Y) Translocation Z) Transversion,X) DELETION,SBST
Chemistry,Short Answer,"When carbon dioxide is be added to lime water, a cloudy precipitate is formed. What is the identity of this precipitate?",CALCIUM CARBONATE (ACCEPT: CaCO3),Multiple Choice,"When the solid-liquid boundary line on a phase diagram has a negative slope, which of the following must be true of the substance being studied? W) Its liquid phase is denser than its solid phase X) Its solid phase is denser than its liquid phase Y) It can never form a supercritical fluid Z) It can never form a supercooled fluid",W) ITS LIQUID PHASE IS DENSER THAN ITS SOLID PHASE,SBST
Math,Short Answer,"Every angle in a convex polygon is summed except for one of them, and the result is 400 degrees. In degrees, what is the last angle?",140,Short Answer,"Michael starts running at a constant speed of 9 miles per hour. After an hour, he turns around and runs for 30 minutes, then repeats this process 2020 times, running for half of the previous time every time. To the nearest integer, how many miles is Michael from his starting point?",6,SBST
Earth and Space,Short Answer,Rank the following three stages of reef evolution from first to last: 1) Fringing reef; 2) Barrier reef; 3) Atoll.,"1, 2, 3",Short Answer,What phenomenon occurs when saturated soil loses stiffness in the presence of an earthquake?,SOIL LIQUEFACTION,SBST
Physics,Multiple Choice,"A massive rope is attached to the ceiling and kept taut by a weight at the bottom. If the weight is given a small wiggle, which of the following describes the speed of the resulting wave as it travels up the string? W) It increases X) It decreases Y) It increases, then decreases Z) It remains constant",W) IT INCREASES,Short Answer,"A charge moves in an electric field with potential described by the function V(x) = 3x2 – 6x + 8. If the charge experiences a force of 18 newtons at x = 2, then what is its potential energy in joules at x = 1?",15 JOULES,SBST
Physics,,,X) NITRIC OXIDE,Multiple Choice,"A family in Cape Town, South Africa, would like to install solar panels on their house. How should they orient their solar panels to maximize energy output? W) South-facing and at an angle of 30 degrees with the horizontal X) North-facing and at angle of 30 degrees with the horizontal Y) South-facing and at an angle of 60 degrees with the horizontal Z) North-facing and at angle of 60 degrees with the horizontal",Z) NORTH-FACING AND AT AN ANGLE OF 30 DEGREES WITH THE,SBST
Biology,Short Answer,Several types of non-Watson–Crick base pairing may occur during translation due to what phenomenon involving genetic code redundancy?,WOBBLE,Short Answer,Tracheids and vessel elements are components of what vascular tissue in plants?,XYLEM,SBST
Energy,Short Answer,Scientists at Pacific Northwest National Lab are working on improving the stability of qubits in quantum computers. Qubits can be represented as a linear combination of two states that are joined by what quantum mechanical principle?,SUPERPOSITION,Multiple Choice,Scientists at Sandia National Lab have developed a prototype for a cheaper device to perform magnetoencephalography. Which of the following best describes the function of magnetoencephalography? W) It probes the brain with a magnetic field and measures the rebound X) It probes the heart with a magnetic field and measures the rebound Y) It detects magnetic fields from the electrical signals in the brain Z) It detects magnetic fields from the electrical signals in the heart,Y) IT DETECTS MAGNETIC FIELDS FROM THE ELECTRICAL SIGNALS IN,SBST
Chemistry,Short Answer,What term is given to liquids such as helium-II that exhibit an ability to flow without viscosity?,SUPERFLUIDS,Short Answer,"Given that the standard reduction potential of chlorine is +1.36 volts, and that the standard reduction potential of aluminum is –1.66 volts, then, to two decimal places and in volts, what is the standard cell potential for the electrolysis of an aluminum chloride solution?",–3.02,SBST
Earth and Space,Short Answer,Identify all of the following four atmospheric gases that directly contribute to the formation of tropospheric ozone: 1) Nitrogen dioxide; 2) Carbon dioxide; 3) Sulfur dioxide; 4) Carbon monoxide,1 ONLY,Multiple Choice,Which of the following metamorphic facies is most likely associated with subduction zones? W) Blueschist X) Greenschist Y) Granulite Z) Eclogite [ECK-loh-jite],W) BLUESCHIST,SBST
Chemistry,Multiple Choice,Which of the following is true regarding electrolytic cells? W) The anode is the site of oxidation and is labeled positive X) The anode is the site of oxidation and is labeled negative Y) The cathode is the site of oxidation and is labeled positive Z) The cathode is the site of oxidation and is labeled negative,W) THE ANODE IS THE SITE OF OXIDATION AND IS LABELED POSITIVE,Short Answer,"Given that the pKa of hydrofluoric acid is 3.1, what is the pH, to one decimal place, of a solution made by adding 100 milliliters of 3 molar sodium hydroxide to a 110-millititer solution of 3 molar hydrofluoric acid?",4.1,SBST
Math,Multiple Choice,"According to the Rational Root Theorem, which of the following polynomials could have x = 5 as a root? W) x2 + 5x + 6 X) 2x2 + 9x – 15 Y) 5x2 – 12x – 13 Z) 5x2 + 12x + 12",X) 2x2 + 9x – 15,Short Answer,A fair coin is flipped 9 times. What is the probability that the number of tails is a multiple of 3?,85/256,SBST
Physics,Multiple Choice,Which of the following magnifications cannot be produced using a single converging lens? W) 1/2 X) –1/2 Y) 2 Z) –2,W) 1/2,Multiple Choice,Which of the following does not increase when a dielectric is added between the plates of a capacitor that is connected to a voltage source? W) Charge on the plates X) Electric field Y) Energy stored Z) Capacitance,X) ELECTRIC FIELD,SBST
Biology,Multiple Choice,"For a population in Hardy-Weinburg equilibrium, if 10% of males display symptoms of an X-linked recessive disease, what percent of females are expected to be affected by the disease? W) 1% X) 5% Y) 10% Z) 20%",W) 1%,Short Answer,What is the small opening of an ovule through which the pollen tube deposits sperm for fertilization?,MICROPYLE,SBST
Earth and Space,Short Answer,"An inland sea actively builds layers of sedimentary rock until the sea level drops and an erosion surface forms. After twenty million years, the inland sea forms again and begins forming new sedimentary rock. What type of unconformity has formed?",DISCONFORMITY,Short Answer,Identify all of the following three locations in the Earth’s interior where the geotherm intersects the solidus curve: 1) Lithosphere-asthenosphere boundary; 2) Core-mantle boundary; 3) Inner-core-outer-core boundary,3 ONLY,SBST
Energy,Short Answer,"Scientists at Brookhaven National Laboratory have successfully grown crystals of a lanthanum barium copper oxygen system, a high-temperature superconductor. What transition metal is the most popular alternative to lanthanum in making high-temperature superconductors with barium, copper, and oxygen?",YTTRIUM,Short Answer,Scientists at SLAC National Accelerator Lab used the Linac Coherent Light Source to examine the structure of metalloporphyrins after being excited by a laser. The metal center in a metalloporphyrin is coordinated to four atoms of what element?,NITROGEN,SBST
Biology,Short Answer,"The interstitial cells of Leydig, found adjacent to the seminiferous tubules in the testicle, produce what steroid in response to stimulation from luteinizing hormone?",TESTOSTERONE,Multiple Choice,Which of the following is not physiologically formed from tryptophan? W) Serotonin X) Auxin Y) Melanin Z) Niacin,Y) MELANIN,SBST
Math,Multiple Choice,Jeremy wants to see if a prep book really increases test scores. He decides to perform a significance test with an alpha value of 0.05. The p-value for his data was 0.03. Which of the following conclusions is correct? W) The null hypothesis should be rejected and the prep book does not increase test scores X) The null hypothesis should be rejected and the prep book does increase test scores Y) The null hypothesis should not be rejected and the prep book does not increase test scores Z) The null hypothesis should not be rejected and the prep book does increase test scores,"X) THE NULL HYPOTHESIS SHOULD BE REJECTED AND THE PREP BOOK 
DOES INCREASE TEST SCORES",Short Answer,What is the fraction with numerator 3 + 4i and denominator 5 + 12i in standard a + bi form?,63/169 – 16i/169,SBST
Chemistry,Multiple Choice,Which of the following would have the largest retention factor in a thin layer chromatography experiment where the mobile phase is hexane and the stationary phase is silica gel? W) Water X) Benzene Y) Acetone Z) Diethyl ether,X) BENZENE,Short Answer,What theorem in thermodynamics states that kinetic energy is distributed evenly among rotational and translational modes?,EQUIPARTITION THEOREM,SBST
Earth and Space,Short Answer,"Identify all of the following three statements regarding stellar populations that are true: 1) Globular clusters contain old, metal-rich Population II stars; 2) The galactic disk of spiral galaxies typically contains more Population I stars than Population II stars; 3) The metallicity of Population II stars is much greater than that of Population I stars.",2 ONLY,Short Answer,"What theory describes the quasistatic spiral structure of spiral galaxies, by proposing that stars orbit at different speeds depending on their distance from the galactic center?",DENSITY WAVE THEORY (ACCEPT: LIN-SHU DENSITY WAVE THEORY),SBST
Physics,Multiple Choice,What circuit component is used for tuning frequency- dependent equipment? W) Variable resistor X) Variable capacitor Y) Schottky diode Z) Transformer,X) VARIABLE CAPACITOR,Short Answer,How many times as energetic is a photon emitted from an electron falling from principal energy level n = 4 to n = 1 in a hydrogen atom when compared to one emitted from an electron falling from energy level n = 3 to n = 1?,135/128,SBST
Energy,Short Answer,Scientists at Oak Ridge National Lab are measuring the weak nuclear force between nucleons. Identify all of the following three statements regarding the weak force that are true: 1) It can mediate flavor changes in quarks; 2) It violates CPT symmetry; 3) It is mediated by the W and Z bosons.,1 AND 3,Short Answer,Scientists at Argonne National Lab are studying how the pathological biochemical process leading to brain hypoxia can be redirected to induce biosynthesis of gold nanoparticles. What physiological condition is traditionally the main consequence of brain hypoxia?,STROKE,SBST
Chemistry,Multiple Choice,"A sample of water ice at –30 degrees Celsius is heated to the gaseous phase while the temperature of the sample is plotted against the heat supplied to the sample. At 0 degrees Celsius and 100 degrees Celsius, the heating curve is flat. However, the flat region at 100 degrees Celsius is much wider than that at 0 degrees Celsius. Which of the following best accounts for this phenomenon? W) Liquid water has a greater specific heat capacity than ice X) Liquid water has a greater specific heat capacity than water vapor Y) The heat of fusion for water is greater than the heat of vaporization Z) The heat of vaporization for water is greater than the heat of fusion","Z) THE HEAT OF VAPORIZATION FOR WATER IS GREATER THAN THE 
HEAT OF FUSION",Multiple Choice,Quantum dots can be described as analogs to which of the following? W) Three dimensional potential wells X) Simple harmonic oscillators Y) Quantum harmonic oscillators Z) P-n junctions,W) THREE DIMENSIONAL POTENTIAL WELLS,SBST
Biology,Multiple Choice,Which of the following amino acids is most easily identifiable by its absorption spectrum under exposure to UV light? W) Glycine X) Alanine Y) Serine Z) Tryptophan,Z) TRYPTOPHAN,Short Answer,What is the name for the mechanism by which an action potential propagates along a myelinated axon by hopping from one node of Ranvier to the next?,SALTATORY CONDUCTION,SBST
Earth and Space,Multiple Choice,Which of the following best explains why observing stars in the galactic bulge is easier with infrared light than visible light? W) Blue light is scattered more easily than red light in the interstellar medium X) Red light is scattered more easily than blue light in the interstellar medium Y) Stars in the galactic bulge have peak wavelength emission at around 900 nm Z) Most stars in the galactic bulge are protostars that are best seen through infrared light,"W) BLUE LIGHT IS SCATTERED MORE EASILY THAN RED LIGHT IN THE 
INTERSTELLAR MEDIUM",Short Answer,What are porphyroblasts that contain inclusions of smaller minerals?,POIKILOBLASTS,SBST
Physics,Short Answer,"A solenoid is made by wrapping a coil of wire in a helical shape many times around a cylinder. When a certain current is passed through the coil, a magnetic field of strength B is formed. If, while all other variables are kept constant, the same amount of wire was wrapped around a cylinder half as long, what would be the strength of the new magnetic field in terms of B?",2B,Short Answer,"The motion of a block on a spring can be modeled by the equation x(t) = 3 times the sine of the quantity 2t + π/6. If the mass of the block is 5 kilograms, what is the spring’s spring constant in newtons per meter?",20,SBST
Math,Short Answer,What is the derivative with respect to x of f(x) = cosine x tangent x?,COSINE x,Short Answer,"What is the radius of the circle inscribed in a triangle with side lengths of 8, 9, and 9?",4 SQUARE ROOT 65 OVER 13,SBST
