category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
ENERGY,Short Answer,"If a 250 acre farm were leased for wind development with income of $50 per acre per year, how much income would be produced each year?","$12,500",Multiple Choice,"Wind energy is the conversion of wind power into electricity, using wind turbines. Which of the following statements is true about wind energy systems? W) Wind turbines convert kinetic energy from the wind X) Wind farms have to be located on unoccupied pieces of land Y) Wind energy systems have high impact on air emissions Z) Construction costs for wind-powered generators are minimal",W) WIND TURBINES CONVERT KINETIC ENERGY FROM THE WIND,SciBowlDB
EARTH AND SPACE,Multiple Choice,"A compressional tectonic environment can result in all of the following, except: W) Folded mountains X) Basin and range Y) Volcanoes Z) Reverse faults",X) BASIN AND RANGE,Multiple Choice,The source of energy that drives a tsunami wave onto a shore originated: W) From the gravitational attraction between the Earth and the Moon X) Along the ocean floor Y) From tidal waves Z) In Earth's interior,Z) IN EARTH'S INTERIOR,SciBowlDB
BIOLOGY,Multiple Choice,"When sound waves travelling through the air reach the human ear, the cochlea (read as: KOE-klee-ah) converts the sound wave into: W) A chemical response transmitted through the blood stream X) An electrical impulse sent to the brain Y) A lower frequency wave, which resonates within the ear Z) Many small wave vectors that are separately communicated to the brain",X) AN ELECTRICAL IMPULSE SENT TO THE BRAIN,Multiple Choice,"How does neural transmission across a synaptic gap occur? W) Neural impulses cause the release of neurotransmitters that diffuse across the gap X) Neural impulses open potassium-gated channels, allowing sodium to move across the gap Y) Neural impulses travel across the gap as unidirectional electrical currents Z) Neural impulses travel across the gap as multidirectional electrical currents",W) NEURAL IMPULSES CAUSE THE RELEASE OF NEUROTRANSMITTERS THAT DIFFUSE ACROSS THE GAP,SciBowlDB
MATH,Short Answer,Name a real number that does not have a multiplicative inverse.,0,Short Answer,"Given the function `y = 4x - x^2`, what are the two values of x for which the corresponding value for y is 0?",0 AND 4,SciBowlDB
EARTH AND SPACE,Multiple Choice,Which of the following statements is true about the Andes mountains? W) They are folded mountains X) They are volcanic mountains Y) They are near a spreading center Z) They are found along a transform boundary,X) THEY ARE VOLCANIC MOUNTAINS,Multiple Choice,The tectonic environment of Iceland is: W) A subduction zone X) Folded mountains Y) A mid-ocean ridge Z) A mid-plate hot spot,Y) A MID-OCEAN RIDGE,SciBowlDB
MATH,Short Answer,"As a fraction in lowest terms, what is the probability of rolling 1 or 3 on a standard 6-sided die?",1/3,Short Answer,"If you roll a standard 6-sided die 2 times, how many different outcomes are possible?",36,SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following units can be used to express the volume of a liquid? W) Micrometers X) Milligrams Y) Grams per cubic centimeter Z) Nanoliters,Z) NANOLITERS,Short Answer,What is the process by which electricity is used to split water into hydrogen and oxygen?,ELECTROLYSIS,SciBowlDB
PHYSICS,Multiple Choice,Which of the following choices is NOT an example of a rigid body? W) Slinky X) Wheel Y) Pool ball Z) CD,W) SLINKY,Short Answer,"Which of the following are transmitted by electromagnetic waves: 1) radio, 2) television, 3) Rayleigh, or 4) P-waves?","RADIO, TELEVISION (ACCEPT: 1,2)",SciBowlDB
EARTH AND SPACE,Multiple Choice,Which of the following is the best way to get a good view of a meteor shower? W) Watch it during a full moon X) Watch it from a city Y) Get as far away from urban light pollution as possible Z) Wear light clothing,Y) GET AS FAR AWAY FROM URBAN LIGHT POLLUTION AS POSSIBLE,Short Answer,"When a meteoroid enters the earth’s atmosphere, it glows. Sometimes, the earth meets a number of meteoroids, creating a meteor shower. Most streams and swarms of meteoroids are believed to be fragments of what celestial body?",COMET,SciBowlDB
BIOLOGY,Multiple Choice,The combined genetic information of all the members of a particular population is known as the: W) Allele (read as: ah-LEEL) frequency X) Genome Y) Directional selection Z) Gene pool,Z) GENE POOL,Multiple Choice,"The black fur allele B (read as: big b), is dominant over the white fur allele b (read as: little b). Two mice with black fur mate, producing four offspring: one is white and three are black. What are the likely genotypes of the two parents? W) Bb and Bb X) BB and Bb Y) BB and BB Z) BB and bb",W) Bb AND Bb,SciBowlDB
BIOLOGY,Short Answer,"What is the process by which particles move from an area of higher concentration to an area of lower concentration, not requiring cellular energy?",DIFFUSION,Multiple Choice,Which of the following substances is transported into cells via carrier-assisted transport? W) Water X) Carbon dioxide Y) Oxygen Z) Sodium ion,Z) SODIUM ION,SciBowlDB
CHEMISTRY,Multiple Choice,"For a series of chemical reactions, Hess's law provides a method for the summation of which property? W) Heat of formation X) Entropy Y) Equilibrium constant Z) Reaction rate",W) HEAT OF FORMATION,Multiple Choice,"What is the difference between heat and temperature? W) Temperature is a form of heat, while heat is a measurement X) Temperature is a measurement of molecular kinetic energy, while heat is a form of energy Y) Heat and temperature have different wavelengths Z) Heat and temperature have similar wavelengths but different amplitudes","X) TEMPERATURE IS A MEASUREMENT OF MOLECULAR KINETIC ENERGY, WHILE HEAT IS A FORM OF ENERGY",SciBowlDB
PHYSICS,Short Answer,"If a car is accelerating along a road, the force acting on the car that causes it to move forward is the reaction force from the car pushing on the ground. What is this reaction force due to?",FRICTION BETWEEN THE TIRE AND THE GROUND (ACCEPT: FRICTION),Short Answer,"If a car is accelerating along a road, what force due to the air does the frictional force have to oppose?",DRAG,SciBowlDB
EARTH AND SPACE,Short Answer,What is a Robonaut?,ROBOTIC ASTRONAUT,Short Answer,"The Earth’s tilt wobbles over a period of approximately 26,000 years. In 10,000 to 13,000 years, what bright star will the axis point to next?",VEGA,SciBowlDB
MATH,Short Answer,"Given the equation `2x - y + 5 = 0`, find the slope and y-intercept of the line it represents.","SLOPE = 2; Y-INTERCEPT = 5 OR (0, 5)",Multiple Choice,The equation `x^2 + y^2 = 121` with `x > 0` and `y < 0` would result in the graph of: W) A semicircle below the x-axis X) A quarter circle in the 2nd quadrant Y) A quarter circle in the 4th quadrant Z) A complete circle with a radius of 11,Y) A QUARTER CIRCLE IN THE 4th QUADRANT,SciBowlDB
BIOLOGY,Multiple Choice,"Some plants spread their pollen via the wind while others use animals to spread their pollen. When a plant uses an animal to spread its pollen, this type of pollination is called: W) Vector pollination X) Seed dispersal Y) Evolutionary adaptation Z) Reproductive guarantee",W) VECTOR POLLINATION,Short Answer,What is the most common term for the stage of photosynthesis (read as: foe-toe-SIN-teh-sis) during which carbon fixation occurs?,CALVIN CYCLE,SciBowlDB
CHEMISTRY,Short Answer,What is the oxidation state of Hydrogen in H2?,0,Short Answer,What is the oxidation state of Hydrogen in LiAlH4?,-1,SciBowlDB
PHYSICS,Short Answer,What are the two forms of electrical current?,ALTERNATING AND DIRECT CURRENT (ACCEPT: AC AND DC),Multiple Choice,Which of the following is the most common method of producing alternating current? W) Circuits varying from parallel to series X) Switches automatically turning on and off Y) Turbines rotating backwards and forwards Z) Magnets spinning in a coil of wire,Z) MAGNETS SPINNING IN A COIL OF WIRE,SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following relationships is true? W) 1 food calorie is equal to 4.18 kilojoules X) 1 joule is equal to 1 food calorie Y) 1 joule is equal to 4.18 food calories Z) 1 food calorie is equal to 4.18 joules,W) 1 FOOD CALORIE IS EQUAL TO 4.18 KILOJOULES,Multiple Choice,"In order to calculate the heat of fusion for a piece of ice placed in warm water, you must know: W) The energy released by the warm water and the mass of the water X) The energy released by the warm water and the mass of the ice Y) The energy released by the ice and the mass of the warm water Z) The energy released by the ice and the mass of ice",X) THE ENERGY RELEASED BY THE WARM WATER AND THE MASS OF THE ICE,SciBowlDB
MATH,Short Answer,"If the distribution graph of a set of data has a positive skew, then which tail of the graph is longer?",RIGHT,Short Answer,"Give the median for the following data set: 1, 2, 7, 7, 8, 9, 10, 11.",7.5,SciBowlDB
ENERGY,Multiple Choice,A kilowatt-hour is a unit of: W) Charge X) Power Y) Energy Z) Electric potential,Y) ENERGY,Short Answer,"What is the Gibbs free energy, in joules, of chlorine gas formation?",0,SciBowlDB
EARTH AND SPACE,Multiple Choice,"Consider two beaches, both with source material from the same granitic mountains. The beach located further from the mountains would have: W) Dark, more angular particles X) Dark, rounder particles Y) Pink, more poorly sorted sediments Z) Lighter-colored, more well-rounded, finer particles","Z) LIGHTER-COLORED, MORE WELL-ROUNDED, FINER PARTICLES",Multiple Choice,Which of the following is NOT a mechanism of physical and chemical weathering? W) Mass wasting X) Glaciation Y) Frost wedging Z) Groundwater,W) MASS WASTING,SciBowlDB
ENERGY,Short Answer,"In an electrolytic cell, what is the sign of the charge associated with the anode?",POSITIVE (ACCEPT: PLUS),Multiple Choice,Which of the following has NOT been shown to be a practical use of electrolytic cells? W) Recovering pure metal from alloys X) Electrolysis Y) Plating of one metal with another Z) Manufacturing of sodium hydroxide,X) ELECTROLYSIS,SciBowlDB
CHEMISTRY,Multiple Choice,What is the empirical formula for C6H12O6? W) C3H4O3 X) CHO Y) CH2O Z) C6H12O6,Y) CH2O,Multiple Choice,What is the formula for iron II phosphate? W) Fe3P2 X) FePO4 Y) Fe3(PO4)2 Z) Fe3(PO3)2,Y) Fe3(PO4)2,SciBowlDB
MATH,Multiple Choice,Find the derivative of `2xe^x` (read as: 2x e to the x). W) `2e^x + 2x` X) `2xe^x + e^x` Y) `2xe^x + 2e^x` Z) `2xe^x`,Y) `2xe^x + 2e^x`,Short Answer,"What matrix is the multiplicative inverse of the 2 by 2 matrix `[[3, 1],[5,2]]` (read as: row 1: 3, 1; row 2: 5, 2).","`[[2,-1],[-5,3]]`",SciBowlDB
PHYSICS,Multiple Choice,How can 2 batteries and three capacitors be arranged to store the maximum amount of energy? W) Connect the capacitors in parallel and the batteries in series X) Connect the capacitors in series and the batteries in parallel Y) Connect the capacitors and batteries in parallel Z) Connect the capacitors and batteries in series,W) CONNECT THE CAPACITORS IN PARALLEL AND THE BATTERIES IN SERIES,Short Answer,What would be the total capacitance in microfarads and total voltage of 3 four-microfarad capacitors in parallel and two 1.5 volt batteries in series in a circuit?,12 MICROFARADS AND 3 VOLTS,SciBowlDB
EARTH AND SPACE,Multiple Choice,Which of the following best explains why eliminating one trophic level in an ecosystem often results in a decrease in organisms two trophic levels down? W) Abundance of prey in the eliminated trophic level X) Increased predation by organisms one trophic level down Y) Increased predation by organisms two trophic levels down Z) Increased predator diversity,X) INCREASED PREDATION BY ORGANISMS ONE TROPHIC LEVEL DOWN,Multiple Choice,What property of diatoms make them useful as climate proxies? W) The chemical makeup of their shells reflects the water chemistry at their time of formation X) The narrow temperature range in which they exist makes them markers for paleo0ocean temperatures Y) Their well-preserved digestive system provide ample evidence for ancient food webs Z) Their limited diversity and low adaptability make them key indicators of specific aquatic environments,W) THE CHEMICAL MAKEUP OF THEIR SHELLS REFLECTS THE WATER CHEMISTRY AT THEIR TIME OF FORMATION,SciBowlDB
MATH,Short Answer,What is the largest triangular number less than 25?,21,Short Answer,"A man who is 6 feet tall spots a bird at the top of a 14-foot telephone pole. If the angle of elevation from his eyes to the top of the pole is 30 degrees, then to the nearest foot, how far away is he standing from the base of the pole?",14,SciBowlDB
ENERGY,Multiple Choice,"The human brain contains as many as 100 billion neurons. The neurons communicate with each other through electrochemical signals. Which of the following is NOT true? W) Each neuron can connect to at least 1,000 other neurons X) Neurons have a short life span Y) Brain signals involve less than one-tenth the voltage of an ordinary flashlight battery Z) Some messages pass through the nervous system more quickly than others",X) NEURONS HAVE A SHORT LIFE SPAN,Multiple Choice,"Brain computer interfaces can measure minute differences in the voltage between neurons, amplify and filter the signal, and then a computer interprets it. All of the following are current applications of brain computer interfaces, except: W) Controlling a computer cursor via mental commands X) Interpreting brain signals for movement for someone who can’t physically move Y) Providing a communication link for people who suffer from ""locked in” syndrome Z) Repairing damaged neurons",Z) REPAIRING DAMAGED NEURONS,SciBowlDB
PHYSICS,Multiple Choice,"During a safety test, a small car and a truck move toward each other at the same speed and experience a head-on collision. Afterward, the two objects move away from each other along the same line. Which of the following is correct? W) The truck will experience a greater speed than the car X) The car will experience a greater speed than the truck Y) The speeds of the truck and the car will be the same Z) Sometimes the truck will experience a greater speed and sometimes the car will experience the greater speed",X) THE CAR WILL EXPERIENCE A GREATER SPEED THAN THE TRUCK,Short Answer,Mercury or other liquid barometers work by balancing the force exerted by the atmosphere with what?,FORCE EXERTED BY THE LIQUID,SciBowlDB
ENERGY,Multiple Choice,"Hydrogen fuel cells use hydrogen to generate energy. Which of the following is true about hydrogen fuel cells? W) Fuel cells are similar to batteries and store hydrogen, which is an energy source by itself X) Fuel cells extract the hydrogen from other compounds in nature Y) Fuel cells dissolve water into hydrogen, creating oxygen and energy Z) Fuel cells convert chemical energy in hydrogen into electrical energy by combining hydrogen gas with oxygen from the air to produce water and energy",Z) FUEL CELLS CONVERT CHEMICAL ENERGY INTO ELECTRICAL ENERGY BY COMBINING HYDROGEN GAS WITH OXYGEN FROM THE AIR TO PRODUCE WATER AND ENERGY,Multiple Choice,"If you were to use hydrogen fuel cells in spacecraft, what kind of fuel cell type would you most likely prefer? W) Phosphoric acid X) Molten carbonate Y) Solid oxide Z) Alkaline",Z) ALKALINE,SciBowlDB
EARTH AND SPACE,Short Answer,"Three of these things belong together. Which rock does NOT belong: 1) gneiss, 2) granite, 3) basalt, or 4) limestone?",LIMESTONE (ACCEPT: 4),Multiple Choice,What kind of minerals do copper ores tend to be? W) Native element X) Carbonate and sulfide Y) Oxide and phosphate Z) Hydrocarbon and halide,X) CARBONATE AND SULFIDE,SciBowlDB
BIOLOGY,Multiple Choice,What kind of behavior causes bees to visit flowers to collect nectar and pollen? W) Learned X) Conditioned Y) Sensitization Z) Instinctual,Z) INSTINCTUAL,Multiple Choice,Honey doesn't spoil easily because bacteria falling into the honey are often killed. The water in the bacteria rushes out of the cell and the bacteria shrivel up because honey is a: W) Isotonic solution X) Hypertonic solution Y) Hypotonic solution Z) Inorganic solution,X) HYPERTONIC SOLUTION,SciBowlDB
MATH,Multiple Choice,What are the solutions for x in the following equation: `x^2 - 2x = 8`? W) 0 X) 0 and 2 Y) 4 and -2 Z) -4 and 2,Y) 4 AND -2,Short Answer,Solve for x in simplest form for `3x^2 + 2x = 2`.,`x = (-1 +- sqrt(7))/3` (ACCEPT: `-1/3 +- sqrt(7)/3`),SciBowlDB
EARTH AND SPACE,Short Answer,"Other than precipitation, what is the most important factor defining a biome?",TEMPERATURE,Short Answer,"Put the following parts of an ecosystem in order from smallest to largest: biome, community, population, ecosystem, organism, species.","ORGANISM, SPECIES, POPULATION, COMMUNITY, ECOSYSTEM, BIOME",SciBowlDB
MATH,Short Answer,Factor the following expression completely over the integers: `a^3 - 8`.,`(a - 2)(a^2 + 2a + 4)`,Short Answer,Factor the following expression completely over the integers: `a^5 + 32`.,`(a + 2)(a^4 - 2a^3 + 4a^2 - 8a + 16)`,SciBowlDB
CHEMISTRY,Short Answer,"Onions, shallots and leeks contain substances that cause our eyes to water. What element is common to the substances?",SULFUR,Multiple Choice,Which of the following 1.0 molar solutions will have the largest change in boiling point from that of pure water? W) Sodium bromide X) Magnesium iodide Y) Sucrose Z) Potassium phosphate,Z) POTASSIUM PHOSPHATE,SciBowlDB
PHYSICS,Short Answer,"Mirages, such as the silvery glimmer you sometimes see on a distant hot highway, are caused by heating of the air near the ground. What relevant property of the heated air is changed?",INDEX OF REFRACTION (ACCEPT: DENSITY OF THE AIR),Multiple Choice,"A steadily increasing force is applied to a box that remains at rest for some period of time and then begins to accelerate. Which of the following appropriately describes what happens to the frictional force during the experiment? W) The frictional force remains constant throughout the experiment X) The frictional force increases throughout the experiment Y) The frictional force increases and then suddenly drops to a lower, non-zero value Z) The frictional force increases and then suddenly drops to zero","Y) THE FRICTIONAL FORCE INCREASES AND THEN SUDDENLY DROPS TO A LOWER, NONZERO VALUE",SciBowlDB
EARTH AND SPACE,Multiple Choice,"As an airmass ascends into the atmosphere, its water vapor capacity changes, causing which of the following? W) Cloud formation and possible precipitation X) Evaporation and drying Y) Snow Z) Hurricane conditions",W) CLOUD FORMATION AND POSSIBLE PRECIPITATION,Short Answer,What are the names of the three primary atmospheric circulation cells that circulate air between the equator and poles?,"HADLEY CELL, FERREL (OR MID-LATITUDE) CELL, AND POLAR CELL",SciBowlDB
BIOLOGY,Multiple Choice,Which process will almost certainly result in genetic variation of offspring? W) Population dispersion X) Enzyme production Y) Cell differentiation Z) Zygote fertilization,Z) ZYGOTE FERTILIZATION,Multiple Choice,"If a parent organism experiences a mutation, then all subsequent offspring of that individual will: W) Always carry the mutated gene, but only as a recessive X) Always carry the gene, but never express it phenotypically Y) Only carry the mutated gene if it is heritable Z) Never carry the gene as mutations cannot be heritable",Y) ONLY CARRY THE MUTATED GENE IF IT IS HERITABLE,SciBowlDB
CHEMISTRY,Short Answer,What is the shape of the bonding structure of carbon in diamond?,TETRAHEDRAL,Short Answer,What is the characteristic shape of tourmaline crystals?,HEXAGONAL,SciBowlDB
BIOLOGY,Short Answer,Cutaneous sensation to the lateral aspect of the dorsum of the hand is primarily provided by which nerve?,ULNAR,Multiple Choice,Which of the following is NOT true regarding vertebrate muscle contractions? W) Tropomyosin (read as: troe-poh-MY-oh-sin) binds the calcium ions and exposes the myosin binding sites on actin filaments X) The H zone and I band become shorter Y) T Tubules spread action potentials into the muscle fiber Z) The contraction is terminated when calcium ions are taken up by the sarcoplasmic reticulum,W) TROPOMYOSIN BINDS THE CALCIUM IONS AND EXPOSES THE MYOSIN BINDING SITES ON ACTIN FILAMENTS,SciBowlDB
PHYSICS,Short Answer,"What is the total resistance, in ohms, of two resistors in parallel when both are 10 ohm resistors?",5,Multiple Choice,"If the circuit breaker in a 110-volt circuit is listed at 30 amperes, how many 100 watt light bulbs could you have on that circuit, which includes a TV with 250 watts, a hair dryer of 1500 watts and a computer of 150 watts? W) 10 X) 14 Y) 18 Z) 20",X) 14,SciBowlDB
EARTH AND SPACE,Multiple Choice,Which of the following planets has the longest year? W) Neptune X) Mars Y) Earth Z) Mercury,W) NEPTUNE,Short Answer,What is it called when Mercury is observed to pass in front of the Sun?,A TRANSIT OF MERCURY (ACCEPT: TRANSIT),SciBowlDB
MATH,Multiple Choice,A cylinder and a cone share the same radius and height. What is the ratio of the cylinder’s volume to the cone’s volume? W) 1:1 (read as: 1 to 1) X) 1.5:1 (read as: 1.5 to 1) Y) 2:1 (read as: 2 to 1) Z) 3:1 (read as: 3 to 1),Z) 3:1,Multiple Choice,A math teacher is trying to describe her favorite triangle. The lengths of two sides are 4 centimeters and 6 centimeters. The angle opposite the 4 centimeter side is 12°. How many non-congruent triangles fit this description? W) 0 X) 1 Y) 2 Z) An infinite number,Y) 2,SciBowlDB
BIOLOGY,Multiple Choice,Darwin's finches differ from other finches in the size and shape of their beaks. Which of the following factors has been identified as the major influence on the development of the differing beaks? W) Access to different food sources X) Sexual competition Y) Protection against predators Z) Genetic drift,W) ACCESS TO DIFFERENT FOOD SOURCES,Short Answer,"Darwin's finches all descended from one species, the Blue-Black Grassquit Finch. These finches evolved in overlapping and sometimes identical ranges, often occurring together on the same islands. What is the name for speciation that occurs in this way?",SYMPATRIC,SciBowlDB
CHEMISTRY,Multiple Choice,The enthalpy in the reaction 3Q + 2R + 300 kilojoules -> (read as: yields) 6Y + Z is +150 kilojoules per mole of: W) Q X) R Y) Y Z) Z,X) R,Multiple Choice,Which of the following changes will increase the reaction rate of the reaction between solid magnesium and gaseous oxygen: 2 Mg(s) + O2(g) -> (read as: yields) 2 MgO(s) + heat? W) Increasing the concentration of oxygen X) Removing the magnesium oxide as soon as it is formed Y) Reducing the temperature Z) Decreasing the concentration of oxygen,W) INCREASING THE CONCENTRATION OF OXYGEN,SciBowlDB
MATH,Multiple Choice,Which of the following is a second quadrant angle in standard position: W) 500° X) -180° Y) -680° Z) 930°,W) 500°,Short Answer,"Giving your answer in simplest radical form, rationalize the denominator of the following expression: `(-3sqrt2)/(sqrt3 - sqrt5)`",`(3sqrt6 + 3sqrt10)/2` (ACCEPT: `3/2(sqrt(6) + sqrt(10))`,SciBowlDB
MATH,Short Answer,Simplify `i^17` (read as: i to the 17th power):,i,Short Answer,Solve the following equation for x: `2^7 xx 2^(x^2 - 2) = 2^21`,4 OR -4 (ACCEPT: x = ±4 ) (Solution: `7 + x^2 - 2 = 21`; x = 4 and -4),SciBowlDB
BIOLOGY,Short Answer,"In the cell, this structure is composed of numerous sets of smooth cisternae, forming a structure that looks like a stack of plates. Within the structure, vesicles are used to send molecules to the cellular membrane. What structure is this?",GOLGI APPARATUS (ACCEPT: GOLGI COMPLEX),Short Answer,Kent holds up a potato at dinner and announces to his family that the spud is actually made up of cells with lots of large organelles that contain the carbohydrates stored by the plant. What are these organelles called?,LEUCOPLASTS,SciBowlDB
MATH,Short Answer,"The lengths of two sides of a triangle are 30 centimeters and 35 centimeters, respectively. Between what values, in centimeters, must the length of the third side lie?",BETWEEN 5 AND 65,Short Answer,Factor the following expression completely over the integers: `16a^4 - 81b^4`,`(4a^2+9b^2)(2a+3b)(2a-3b)`,SciBowlDB
EARTH AND SPACE,Short Answer,What metabolic process occurs frequently in the top 100 meters of the world’s oceans and is nearly absent at greater depths?,PHOTOSYNTHESIS (read as: foe-toe-SIN-teh-sis),Short Answer,"Phytoplankton, like other single celled organisms, are limited in how large they can grow. What geometric relationship describes this limitation?",SURFACE AREA TO VOLUME RATIO,SciBowlDB
MATH,Multiple Choice,"A student at your school conducts a survey about hair products. He determines the hair color of 50 of his classmates, and then randomly selects 5 redheads and 5 brunettes to participate in his survey. What type of sampling did he use? W) Simple random X) Stratified random Y) Cluster Z) Systematic",Y) CLUSTER,Short Answer,What are the first three terms of the Taylor series for `e^x` at 0?,"1, x, `x^2/2` (ACCEPT: 1, `x/(1!)`, `x^2/(2!)`)",SciBowlDB
CHEMISTRY,Multiple Choice,Which of the following is not a colligative property of solutions? W) Vapor pressure elevation X) Freezing point depression Y) Boiling point elevation Z) Osmotic pressure,W) VAPOR PRESSURE ELEVATION,Short Answer,"By name or number, which of the following four types of mixtures are generally considered homogeneous? 1) alloy, 2) suspension, 3) emulsion, 4) colloid",1) ALLOY,SciBowlDB
PHYSICS,Short Answer,What are the three metals that generally comprise ferromagnetic materials?,"IRON, COBALT AND NICKEL",Short Answer,"How many turns of wire should a solenoid have if you wish the magnetic field inside the solenoid to be 5 times as great as that of a solenoid with 100 turns of wire, if both have the same length and current?",500,SciBowlDB
EARTH AND SPACE,Multiple Choice,Which of the following is not a valid water mass defined by a unique temperature and salinity signature? W) Antarctic bottom water X) North Atlantic deep water Y) Antarctic intermediate water Z) Indian Ocean deep water,Z) INDIAN OCEAN DEEP WATER,Short Answer,What is the effect of plate tectonics on the width of the Atlantic Ocean?,IT IS BECOMING LARGER (ACCEPT: BECOMING WIDER),SciBowlDB
BIOLOGY,Short Answer,Birds and bats belong to which taxonomic phylum?,CHORDATA,Short Answer,"What term describes the specific type of hybridization that occurs between two subspecies of the same species, such as the Bengal Tiger and the Siberian Tiger?",INTRA-SPECIFIC HYBRIDS,SciBowlDB
CHEMISTRY,Short Answer,"The standard heat of formation of calcium oxide is -635.5 kilojoules per mole. What is the complete, balanced equation for the formation of calcium oxide, including the energy value?",Ca(s) + 0.5 O2(g) -> CaO(S) + 635.5 kJ (read as: Ca solid plus one half O2 gas yields CaO solid plus 635.5 kilojoules) ALSO ACCEPT: 2Ca(s) + O2(g) -> 2CaO(s) + 1271 kJ (NOTE: STUDENTS MUST INDICATE SOLID AND GAS),Short Answer,"The following reaction between hydrogen and oxygen takes place in a closed container and at a temperature that maintains the water vapor in the gas phase: 2 H20(g) (read as: in equilibrium with) 2 H2(g) + 02(g). In one experiment, the equilibrium concentrations of the gases are as follows: [H2] = 2.0M, [O2] = 3.0M and [H2O] = 4.0M. Calculate the value of Keq for this reaction.",Keq = 0.75,SciBowlDB
BIOLOGY,Multiple Choice,"Albumins, globulins and fibrinogen are all examples of: W) Capillary hormones X) Myocardial (read as: my-oh-KAHR-di(ah)l) antigens Y) Plasma proteins Z) White blood cells",Y) PLASMA PROTEINS,Multiple Choice,"Cranial nerves two, three, seven, and ten refer to which cranial nerves, respectively? W) Occulomotor, trochlear, optic and facial X) Optic, occulomotor, facial and vagus Y) Trigeminal, olfactory, trochlear and vagus Z) Olfactory, vagus, facial and optic","X) OPTIC, OCCULOMOTOR, FACIAL AND VAGUS",SciBowlDB
PHYSICS,Short Answer,What is the acceleration of a falling body in meters per second squared after it reaches terminal velocity?,0,Multiple Choice,"An object is dropped from an office window. The amount of air resistance is unknown. After 1 second of falling, which of the following cannot be true? W) The velocity is 1 meter per second X) The velocity is 11 meters per second Y) The acceleration is 0 meters per second squared Z) The acceleration is 5 meters per second squared",X) THE VELOCITY IS 11 METERS PER SECOND,SciBowlDB
EARTH AND SPACE,Multiple Choice,Which soil horizon is likely to have the most organic material? W) O X) A Y) C Z) B,W) O,Short Answer,"As recognizable organic matter on top of the ground begins to decompose, what type of soil does it become?",HUMUS,SciBowlDB
MATH,Short Answer,Express the complex number `i^8` in standard `a + bi` form equivalent.,1 (ACCEPT: 1 + 0i),Short Answer,What is the complex conjugate of the product of `3 + 6i` and `-10 - 7i`?,`12 + 81i`,SciBowlDB
BIOLOGY,Multiple Choice,"Monster Ralph and Monster Hilda get married and hatch Friendly Freddy, their son. Freddy has purple and red striped hair and four eyes: 2 green and 2 gray. Freddy's hair and eye color are his: W) Phenotype X) Genotype Y) Alleles (read as: ah-LEELS) Z) Genes",W) PHENOTYPE,Multiple Choice,"Which of the following is true of genetic mutations? W) They are always harmful and usually hurt the organism X) They are always beneficial and frequently help the organism adapt to the environment Y) They are not natural and should not happen unless something goes wrong Z) They can be harmful, helpful, or have no effect on the organism","Z) THEY CAN BE HARMFUL, HELPFUL, OR HAVE NO EFFECT ON THE ORGANISM",SciBowlDB
CHEMISTRY,Short Answer,What do we call the ability of a single molecule to act both as a base and an acid?,AMPHOTERISM,Multiple Choice,"Of which of the following acid-base titrations would the pH be less than 7 at the equivalence point? W) Strong base, weak acid X) Strong base, strong acid Y) Weak base, weak acid Z) Strong acid, weak base","Z) STRONG ACID, WEAK BASE",SciBowlDB
PHYSICS,Short Answer,"In an alternating electric current, what is the term most commonly used to describe the tendency of charged particles to travel along the surface of their conductor?",SKIN EFFECT,Short Answer,A transformer is often used in electric circuits to alter what quantity?,"VOLTAGE (ACCEPT: ELECTRIC POTENTIAL, POTENTIAL, POTENTIAL DIFFERENCE, ELECTRIC POTENTIAL DIFFERENCE)",SciBowlDB
CHEMISTRY,Short Answer,A solution of barium hydroxide is neutralized with a phosphoric acid solution. Identify the molecular forms of the two products that are produced in this reaction.,Ba3(PO4)2 AND H2O,Multiple Choice,The strength of the dispersion forces between two non-polar molecules increases with: W) The number of hydrogen atoms in the molecule X) The number of electrons in the molecule Y) The magnitude of the largest electronegativity of the atoms involved Z) The magnitude of the difference in electronegativity between the atoms,X) THE NUMBER OF ELECTRONS IN THE MOLECULE,SciBowlDB
MATH,Short Answer,What is the slope of a vector in standard position with an angle of 45° below the positive x axis?,-1,Short Answer,Solve the following equation for x: `2sqrt(x) = x - 15`,x = 25 (DO NOT ACCEPT: x = 9),SciBowlDB
ENERGY,Short Answer,Which law of thermodynamics could be stated as: energy tends to distribute itself among the greatest number of particles possible?,2nd (ACCEPT: LAW OF ENTROPY),Short Answer,"When the same amount of energy is applied to 1-gram portions of water, ethanol, copper and iron, for which one does the temperature increase the least?",WATER,SciBowlDB
EARTH AND SPACE,Multiple Choice,"The Haber-Bosch process revolutionized agriculture by providing a cheap, easy method to make fertilizers of an element essential for plant growth. Which of the following is this essential element? W) Iron X) Potassium Y) Phosphorus Z) Nitrogen",Z) NITROGEN,Short Answer,What is the term that describes the increase in primary production of an aquatic ecosystem following enrichment with chemical nutrients?,EUTROPHICATION (read as: yuh-troe-fi-KAY-shohn),SciBowlDB
