category,tossup_type,tossup_question,tossup_answer,bonus_type,bonus_question,bonus_answer,parent_packet
Chemistry,Multiple Choice,Which of the following molecules has the highest normal boiling point? W) HF X) H2O Y) NH3 Z) CH4 ,X) H2O,Multiple Choice,"Which of the following functions as a Lewis acid, but not a Bronsted Lowry acid? W) HF X) CH3COOH Y) BH3 Z) NH3 ",Y) BH3 ,MIT 2020 round 2
Physics,Short Answer,A particle’s position as a function of time is given by the equation x= 5t3 − 9t2 − 19t + 28. What is its acceleration at time t = 2? ,42,Short Answer,"In the operation of lasers, the phosphor can be excited to a metastable state. In order for the laser to function, a state in which more of the phosphor is in the excited state than ground state is required. What is this state known as? ",Population inversion (do not accept: inversion),MIT 2020 round 2
Biology,Multiple Choice,Which of the following organs plays an important role in immune system maturation? W) Telencephalon X) Thyroid Y) Thymus Z) Thalamus ,Y) Thymus,Short Answer,"In a cross between two peas heterozygous in pea color and shape, where both traits follow Mendelian genetics and the yellow trait and the smooth trait are dominant, what fraction of the child peas will be both yellow and smooth? ",9/16 ,MIT 2020 round 2
Math,Short Answer,"What is the probability of drawing two consecutive queens from a standard 52-card deck, without replacement? ",1/221,Short Answer,An ant is walking from one corner of a cube to the corner farthest from it. What is the shortest distance it must walk if the cube has volume 216? ,6 √ 5,MIT 2020 round 2
Earth and Space,Short Answer,"By name or number, identify all of the following three metamorphic rocks which exhibit foliation. 1) Slate 2) Schist 3) Quartzite ",1 and 2,Multiple Choice,Which of the following sedimentary rocks were NOT formed through chemical precipitation of sediment? W) Chalk X) Travertine Y) Gypsum Z) Rock salt ,W) Chalk,MIT 2020 round 2
Chemistry,Multiple Choice,Which of the following compounds violates the octet rule? W) NO2 X) CH2Cl2 Y) S8 Z) NCl3 ,W) NO2,Multiple Choice,"The ideal gas law would best represent a gaseous system under which of the following conditions? W) High temperature, high pressure X) High temperature, low pressure Y) Low temperature, high pressure Z) Low temperature, low pressure ","X) High temperature, low pressure",MIT 2020 round 3
Physics,Multiple Choice,Which of the following experiments was instrumental in discovering the quantization of electron spin? W) Michelson-Morley X) Stern-Gerlach Y) Hall Z) Blandford-Znajek ,X) Stern-Gerlach,Multiple Choice,Which of the folowing is not a requirement for a ﬂuid to be considered ideal? W) The ﬂuid is irrotational X) The density of the ﬂuid is constant throughout Y) The Reynolds number of the ﬂuid is always 0 Z) The ﬂuid experiences no shear forces anywhere in its ﬂow ,Y) The Reynolds number of the ﬂuid is always 0,MIT 2020 round 3
Earth and Space,Multiple Choice,In which of the following scenarios would using a 500 millibar constant pressure chart be most useful? W) Predicting where low pressure systems may travel over time X) Determining the direction of wind at the surface Y) Determining the location of tornado vortices Z) Determining wind speeds at the surface ,W) Predicting where low pressure systems may travel over time,Short Answer,"By name or number, identify all of the following three statements that are true of CO2 measurements taken at Mauna Loa: 1) CO2 concentrations peak at the end of winter 2) CO2 concentrations have increased by more than 100% from pre-industrial levels 3) Increases in average CO2 concentration have been roughly linear over time ",1 only,MIT 2020 round 3
Biology,Multiple Choice,Which of the following hormones is synthesized from cholesterol? W) Epinephrine X) Thyroxine Y) Aldosterone Z) Oxytocin ,Y) Aldosterone,Short Answer,"By name or number, identify all of the following four cytoskeletal elements that are primarily associated with the cleavage furrow formed in animal mitotic division. 1) Actin 2) Keratin 3) Myosin 4) Tubulin ",1 and 3 ,MIT 2020 round 3
Math,Short Answer,"To the nearest integer, what is log3× log7? ",2,Short Answer,"If log8= logx, what is x? ",125,MIT 2020 round 3
Energy,Short Answer,"Researchers in the Lodish group at MIT are studying erythropoiesis, the formation of red blood cells. By name or number, identify all of the following four organelles that are missing in red blood cells. 1) Nucleus 2) Ribosome 3) Cell membrane 4) Mitochondrion ",1 and 4,Multiple Choice,"Researchers in the Lodish group are studying brown fat and white fat cells. Which of the following best describes a key feature of brown fat? W) Brown fat cells contain low levels of hemoglobin which white fat cells lack, coloring them brown X) Brown fat cells decouple their electron transport chain from ATP production, thus generating more heat Y) Brown fat cells comprise the majority of adipose tissue in the body Z) Brown fat helps cool down the body by acting as a sink for heat ","X) Brown fat cells decouple their electron transport chain from ATP production, thus generating more heat",MIT 2020 round 3
Chemistry,Short Answer,"By name or number, identify all of the following three things which can change the equilibrium constant of a reaction. 1) Changing the temperature 2) Removing products as they form 3) Adding more starting material to the reaction mixture ",1 only,Short Answer,How many structural isomers are there for the com- pound C5H12? ,3,MIT 2020 round 3
Energy,Short Answer,Researchers at the MIT Kavli Institute use observa- tions of the 21-centimeter spectroscopic line in order to better understand the early universe. What molecular element is the source of the 21-centimeter spectroscopic line? ,Hydrogen,Multiple Choice,Researchers at MIT’s Research Laboratory for Elec- tronics have been investigating novel methods of representing digital logic on the microscopic level. Which of the following circuit elements is used as the basis of all digital logic gates? W) Diode X) Transistor Y) Transformer Z) Rectiﬁer ,X) Transistor,MIT 2020 round 3
Biology,Multiple Choice,Which of the following is NOT a short term physio- logical response of the human body to high altitude? W) Increased heart rate X) Decreased aﬃnity of hemoglobin to oxygen Y) Increased mitochondria in aerobic tissues Z) Increased breathing rate and depth ,Y) Increased mitochondria in aerobic tissues,Short Answer,Arrange the following 3 sites from ﬁrst to last in order of a tRNA’s path through a ribosome: 1) E site 2) P site 3) A site ,"3, 2, 1",MIT 2020 round 3
Physics,Short Answer,"A car starts from rest and accelerates at 10 meters per second squared. After 4 seconds, how far in meters has the car travelled? ",80 meters,Multiple Choice,Which of the following colors would you expect to refract by the largest angle when passing through a prism? W) Red X) Yellow Y) Green Z) Violet ,Z) Violet ,MIT 2020 round 3
Earth and Space,Short Answer,"A star has a parallax angle of 0.1 arcseconds. How far away, in parsecs, is the star from the earth? ",10 parsecs,Short Answer,"Identify all of the following four minerals as being either silicates, carbonates, halides, or sulfates: 1) Quartz 2) Dolomite 3) Gypsum 4) Talc ",1) Silicate; 2) Carbonate; 3) Sulfate; 4) Silicate,MIT 2020 round 3
Math,Short Answer,"In a standard deck of 52 cards, a straight ﬂush is a set of 5 consecutive cards of the same suit, such as the 4, 5, 6, 7, and 8 of clubs. The Ace can be either the highest card or the lowest, but one may not “wrap around”–for instance, the Queen, King, Ace, 2, and 3 of spades do not constitute a straight ﬂush. How many distinct straight ﬂushes are there? ",40,Multiple Choice,"How many ways are there to make change for $9 using only $1, $2, and $5 bills? W) 7 X) 8 Y) 9 Z) 10 ",X) 8,MIT 2020 round 3
Biology,Multiple Choice,Which of the following pH values best approximates the pH of a lysosome? W) 2 X) 5 Y) 8 Z) 11 ,X) 5,Multiple Choice,Small molecule inhibitors of proteins associated with which of the following cellular sites will NOT inhibit mitosis? W) Microtubule plus end X) Microtubule minus end Y) Topoisomerase I cleavage complex Z) Holliday junction ,Z) Holliday junction,MIT 2020 round 3
Math,Short Answer,What is the term used to describe two lines in space which do not both lie in the same plane? ,Skew (accept: agonic),Multiple Choice,"Let A, B, C, and D be the vertices of a regular tetrahe- dron with side length 12. The lines AB and CD are skew lines. What is the shortest distance between these lines? W) 2 √ 5 X) 6 Y) 4 √ 3 Z) 6 √ 2 ",Z) 6 √ 2,MIT 2020 round 3
Earth and Space,Multiple Choice,Which of the following lapse rates is needed to determine the altitude at which a cloud forms? W) Dry adiabatic and wet adiabatic X) Dry adiabatic and dew point Y) Dry adiabatic and environmental Z) Environmental and dew point ,X) Dry adiabatic and dew point,Multiple Choice,Which of the following is not a product of the proton-proton chain? W) Alpha particle X) Electron Y) Gamma ray Z) Neutrino ,X) Electron,MIT 2020 round 3
Physics,Short Answer,What is the name of the maximum distance from a black hole that light can still escape from? ,Schwarzchild radius,Multiple Choice,A vat of molecular hydrogen is at a temperature of 400 kelvin. What temperature would a vat of oxygen molecules need to be at in order for the oxygen to have the same root-mean-square velocity as the hydrogen? W) 100 kelvin X) 400 kelvin Y) 1600 kelvin Z) 6400 kelvin ,Z) 6400 kelvin,MIT 2020 round 3
Chemistry,Multiple Choice,Which of the following quantities increases as the concentration of the solute in a solution increases? W) Vapor pressure X) Boiling point Y) Freezing point Z) Ideality ,X) Boiling point,Multiple Choice,The point in a titration at which the indicator can be seen to change color is best described as which of the following: W) Endpoint X) Equivalence point Y) Normality point Z) Stoichiometric point ,W) Endpoint,MIT 2020 round 3
Energy,Short Answer,"In September 2020, researchers at MIT, Cardiﬀ Uni- versity, and elsewhere reportedly found the spectral ﬁngerprint of phosphine in the atmosphere of Venus, which they believe may be a sign of extraterrestrial life, a claim which other researchers have since contested. What is the oxidation state of phosphorus in the phosphine molecule? ",−3,Short Answer,"Resarchers in the Gedik group at MIT are studying condensed matter physics, including the conductivity in various materials. One ma- terial they have been interested in is a single layer of carbon, which has exhibited distinctive conductive properties. What carbon material are they studying? ",Graphene,MIT 2020 round 3
Earth and Space,Multiple Choice,Which of the following is the name of the supermassive black hole at the center of the Milky Way? W) Sagittarius A* X) Cygnus X-1 Y) M87-star Z) Crab Nebula ,W) Sagittarius A*,Short Answer,"By name or number, arrange the following 4 stellar spectral classes in order of decreasing surface temperature: 1) B 2) M 3) F 4) K ","1, 3, 4, 2",MIT 2020 round 3
Biology,Multiple Choice,Which of the following behaviors is NOT character- istic of an r-selected species? W) High number of oﬀspring per parent X) Type III population curve Y) Inverted population age pyramid Z) Low parental care ,Y) Inverted population age pyramid,Short Answer,"By name or number, identify all of the following four blood vessels that carry oxygenated blood in the human body: 1) Pulmonary artery 2) Pulmonary vein 3) Aorta 4) Vena cava ",2 and 3 ,MIT 2020 round 3
Physics,Short Answer,"The result of a force being applied to an object over a period of time is a net change in its momentum, known as what? ",Impulse,Short Answer,"A 10-centimeter-long solenoid with 100 windings carries 5 amperes of current. What is the magnetic ﬁeld at the center of the solenoid, in teslas to one signiﬁcant ﬁgure? Take the permeability of free space to be 1.26 × 10−6 henries per meter. ",6 × 10−3 teslas,MIT 2020 round 3
Math,Multiple Choice,"Let σ be the standard deviation of a set of values. If each value in the set is tripled, what is the standard deviation of the new set? W) σ/3 X) σ Y) 3σ Z) 9σ ",Y) 3σ,Short Answer,Convert the value 1111 in base 8 into base 2. ,1001001001 ,MIT 2020 round 3
Chemistry,Multiple Choice,Which of the following salts has the highest lattice enthalpy? W) LiF X) NaCl Y) MgO Z) CdS ,Y) MgO,Short Answer,"2 grams of diatomic hydrogen and 16 grams of diatomic oxygen react together to form hydrogen peroxide. Assuming the reaction goes to completion, what is the mass of hydrogen peroxide formed to the nearest gram? ",17,MIT 2020 round 3
Physics,Multiple Choice,Ball A has mass m and kinetic energy E. It collides partially inelastically with a stationary ball B also of mass m. Which of the following best describes the kinetic energy of ball B after the collision? W) It is equal to 0 X) It is between 0 and E Y) It is equal to E Z) It is greater than E ,X) It is between 0 and E,Short Answer,"By name or number, rank the following three objects by speed from slowest to fastest: 1) Light wave 2) Car traveling at 40 meters per second 3) Oxygen molecule at room temperature ","2, 3, 1",MIT 2020 round 4
Energy,Multiple Choice,Researchers in the Lamason group at MIT are studying how bacteria migrate through tissues. Which of the following do bacteria NOT use as a method of generating motion? W) Flagella X) Surface protein complexes Y) Pili Z) Microvilli ,Z) Microvilli,Multiple Choice,Researchers in the Lamason group at MIT are studying Rickettsia and Listeria bacteria. Which of the following diseases is NOT caused by these genera of bacteria? W) Typhus X) Rickets Y) Listeriosis Z) Rocky Mountain spotted fever ,X) Rickets,MIT 2020 round 4
Chemistry,Short Answer,How many electrons are transferred in the complete combustion of one molecule of methane? ,8,Short Answer,"To the nearest whole number, what is the pressure in atmospheres of 3 moles of an ideal gas at 480 kelvin in a container of volume 12 liters? ",10 atmospheres ,MIT 2020 round 4
Earth and Space,Multiple Choice,Which of the following minerals does NOT belong to the sulﬁde group? W) Hematite X) Sphalerite Y) Pyrite Z) Cinnabar ,W) Hematite,Multiple Choice,How does the age of rock vary with in- creasing distance from the center of a syncline Constant X) Older Y) Younger Z) Varies randomly ,X) Older,MIT 2020 round 4
Math,Short Answer,Find all solutions to the equation √8 − x = x + 4 . ,x = −1,Short Answer,"Emily is multiplying the 6 complex roots of the equation x6 = 1, but forgets one of them. The product she gets is − 1 2 + √ 3 2 i . Which root did she forget? ",1 2 + √ 3 2 i ,MIT 2020 round 4
Biology,Short Answer,"What term is used to describe a behavior that reduces the ﬁtness of the individual performing it, but increases the ﬁtness of the population overall? ",Altruism,Short Answer,"By name or number, rank the following four structures in order from least compact to most compact: 1) Double helix 2) Nucleosomes 3) Loop domains 4) Metaphase chromosome ","1, 2, 3, 4",MIT 2020 round 4
Energy,Short Answer,"Researchers in the Drennan group at MIT are interested in resolving the structure of many proteins, including key enzymes in metabolic pathways. To do so, they utilize what technique, which relies on the diﬀraction of low wavelength electromagnetic radiation to resolve structures? ",X-ray crystallography,Short Answer,"Researchers in the Johnson group at MIT are synthesizing biodegradable thermoset polymers to be used in drug delivery. A common example of polymerization is done through 1-alkenes via a radical propagation step, though these methods can be prone to severe branching and their stereochemistry is diﬃcult to control. What d0 organometallic catalysts can be used to synthesize linear polymers of 1-alkenes while also controlling the stereochemistry of the product? ",Ziegler-Natta catalysts ,MIT 2020 round 4
Biology,Multiple Choice,"The presence of an enlarged thyroid gland, or goiter Iron X) Sulfur Y) Iodine Z) Phosphorus ",Y) Iodine,Short Answer,Which vitamin does the skin help to produce when exposed to ultraviolet light? ,"Vitamin D (acceptable: vitamin D3, cholecalciferol)",MIT 2020 round 4
Chemistry,Multiple Choice,"William is working in the lab and sees that an- other student is pouring a beaker of warm tap water into an aqueous solution of concentrated sulfuric acid. Why might this be a bad decision? W) Sulfuric acid explodes upon exposure to air. X) William is not using distilled water, and is contaminating their solution with metal ions. Y) Adding water to acid may cause the solution to rapidly heat up and boil, which may splash concentrated acid. Z) The water will neutralize the sulfuric acid. ","Y) Adding water to acid may cause the solution to rapidly heat up andboil, which may splash concentrated acid.",Multiple Choice,"In the classic demonstration of pouring concen- trated sulfuric acid on sucrose, what type of reaction is occurring? W) Oxidation X) Hydrogenation Y) Dehydrogenation Z) Dehydration ",Z) Dehydration,MIT 2020 round 4
Physics,Multiple Choice,"A wire with a radius of a and a length of l has a resistance of R. If another wire has a radius of 2a and a length of l/2, what is its resistance in terms of R? W) 4R X) R Y) R/4 Z) R/8 ",Z) R/8,Short Answer,"A 7-kilogram mass is at rest on a frictionless surface, and a 4-kilogram mass moves towards it at 5 meters per second. If they collide perfectly elastically, and move along the same axis after the collision, what is the speed, in meters per second, of the 7-kilogram mass after the collision? ",40/11 meters per second,MIT 2020 round 4
Earth and Space,Short Answer,"By name or number, arrange the following three minerals in order of increasing hardness on the Mohs hardness scale. 1) Gypsum 2) Calcite 3) Quartz ","1, 2, 3",Multiple Choice,The inclusion of which of the following elements gives rubies their distinctive red color? W) Titanium X) Chromium Y) Iron Z) Vanadium ,X) Chromium ,MIT 2020 round 4
Math,Short Answer,"In a 9 by 9 square grid, what is the maximum number of unit squares that can be picked so that no two chosen squares touch, even diagonally? ",25,Short Answer,"What is the only Pythagorean triple whose side lengths are all between 20 and 30, inclusive? ","20, 21, 29 (accept in any order)",MIT 2020 round 4
Chemistry,Multiple Choice,Which of the following atoms has the lowest ion- ization energy? W) Lithium X) Beryllium Y) Boron Z) Cesium ,Z) Cesium,Multiple Choice,Which of the following reactions has a negative change in entropy at standard conditions? W) Elemental carbon reacts with oxygen gas to produce carbon monoxide X) Elemental carbon reacts with oxygen gas to produce carbon dioxide Y) Dinitrogen tetroxide dissociates into two molecules of nitrogen dioxide Z) Nitrogen dioxide dimerizes to form dinitrogen tetroxide ,Z) Nitrogen dioxide dimerizes to form dintrogen tetroxide,MIT 2020 round 4
Energy,Short Answer,"Researchers at MIT’s Materials Research Laboratory have been investigating photonics and optical devices in order to provide more secure methods of communication. To do this, they study the interactions of light with diﬀerent materials. What is the name of the phenomenon by which a light ray changes direction as it goes from one medium to another? ",Refraction,Multiple Choice,Researches at MIT’s Laboratory for Nuclear Science are developing new detectors in order to measure the direction from which the wind of dark matter blows on Earth. Which of the following is used as direct evidence of the existence of dark matter? W) Flattened galaxy rotation curve X) Splitting of spectral lines from sources near black holes Y) Inertial drag of objects moving through space Z) Light scattering as it passes through empty space ,W) Flattened galaxy rotation curve,MIT 2020 round 4
Earth and Space,Multiple Choice,Which of the following Galilean moons of Jupiter is the MOST geologically active? W) Io X) Europa Y) Ganymede Z) Callisto ,W) Io,Multiple Choice,"Which of the following metamorphic facies is most strongly associated with a subduction zone? W) Facies occupying low temperature, low pressure zones X) Facies occupying low temperature, high pressure zones Y) Facies occupying high temperature, low pressure zones Z) Facies occupying high temperature, high pressure zones ","X) Facies occupying low temperature, high pressure zones ",MIT 2020 round 4
Biology,Short Answer,What is the name of the general process by which nitrogen in the form of ammonia and nitrates is returned to the atmosphere? ,Denitriﬁcation,Short Answer,"Which antibody is commonly known to pass through the human placenta from a mother to her fetus, not only conferring temporary im- munity to some pathogens, but also neutralizing some vaccines if administered too early? ",Immunoglubulin G (accept: Ig G),MIT 2020 round 4
Math,Short Answer,What is 2020 in Roman numerals? ,MMXX,Short Answer,"If a and b are positive integers satsisfying ab+4 = 2a+5b, how many possible values are there for the ordered pair ? ",4 ,MIT 2020 round 4
Physics,Short Answer,What class of elementary particles were initially pro- posed by Pauli in order to conserve momentum in beta decay? ,Neutrinos,Short Answer,"A charge of +3.0 coulombs is placed in a constant magnetic ﬁeld of magnitude 12 teslas. Given that the charge travels at an angle of 30 degrees to the magnetic ﬁeld, what is the magnitude of the particle’s velocity in meters per second to two signiﬁcant ﬁgures if it is found that it is acted on by a force of 48 newtons? ",2.7 meters per second,MIT 2020 round 4
Physics,Short Answer,"Yash stands 1 meter from a speaker, and notices that the sound level is 97 decibels. He walks away such that his new position is 10 meters from the speaker. What is the new sound level, in decibels? ",77,Short Answer,"By name or number, identify of the following four quantities that are quantized in a classical system. 1) Charge 2) Number of atoms 3) Volume 4) Temperature ",1 and 2 ,MIT 2020 round 4
Math,Short Answer,"David wants to give his 10 indistinguishable marbles to 4 friends. Assuming marbles cannot be split and each friend will get at least one marble, how many ways are there for David to give away his marbles? ",84,Short Answer,How many ordered triples of positive integers satisfy xyz = 2020? ,54,MIT 2020 round 4
Biology,Multiple Choice,Which of the following hormones is produced by the posterior pituitary gland? W) Gonadotropin releasing hormone X) Follicle stimulating hormone Y) Antidiuretic hormone Z) Triiodothyronine ,Y) Antidiuretic hormone,Short Answer,"By name or number, identify all of the following four molecules that are produced from the conversion of pyruvate into acetyl coA CO2 2) NADPH 3) NAD+ 4) H+ ",1 and 4,MIT 2020 round 4
Earth and Space,Short Answer,"By name or number, arrange the following three features of a passive continental margin in order of increasing incline: 1) Continental shelf 2) Continental slope 3) Continental rise ","1, 3, 2",Short Answer,"By name or number, identify all of the following three microorganisms that are associated with the production of siliceous ooze: 1) Radiolarians 2) Diatoms 3) Coccolithophores ",1 and 2 ,MIT 2020 round 4
Chemistry,Short Answer,"When the combustion of methane with oxygen gas to form carbon dioxide and water is balanced with lowest, whole number coeﬃcients, what is the coeﬃcient of oxygen gas? ",2,Multiple Choice,Which of the following choices is an eﬀect that cannot be caused by a catalyst? W) Lowering of reaction activation energy X) Providing an alternative mechanism for reaction Y) Shifting the equilibrium towards the products Z) Decreasing the rate of reaction ,Y) Shift the equilibrium towards the products,MIT 2020 round 4
Biology,Multiple Choice,Barbara McClintock’s famous experiments in corn plants led to the discovery of what type of genetic element? W) Telomere X) Transposon Y) Centromere Z) Transcription factor ,X) Transposon,Short Answer,What is the term for a cue that triggers a ﬁxed action pattern? ,Sign stimulus,MIT 2020 round 5
Energy,Multiple Choice,"Researchers in the Cummins group at MIT are study- ing complex compounds containing phosphate chains. For the phosphate-containing ionic compound sodium phosphate, which of the following values is closest to the value of the van’t Hoﬀ factor? W) 2 X) 3 Y) 4 Z) 5 ",Y) 4,Short Answer,"Researchers in the Ceyer group at MIT are exploring the atomic level dynamics of the interactions of molecules with catalysts. By name or number, identify all of the following that occur when a catalyst is added to a reaction mixture: 1) The rate of formation of product increases 2) The change in Gibbs free energy increases 3) The activation energy increases ",1 only,MIT 2020 round 5
Chemistry,Short Answer,Rank the following four hydrohalic acids in terms of increasing acidity: 1) HBr 2) HF 3) HI 4) HCl ,"2, 4, 1, 3",Multiple Choice,Which of the following molecules has the lowest bond order? W) N2 + X) N2 Y) O2 – Z) N2 – ,Y) O2 – ,MIT 2020 round 5
Math,Short Answer,What is 66 × 32? ,2112,Short Answer,What is 91 × 143 × 17? ,221221,MIT 2020 round 5
Physics,Multiple Choice,Which of the following is a process that is not permitted by the second law of thermodynamics? W) Water freezing at 50 degrees Celsius and 1 atmosphere X) An ideal gas increases in temperature as it expands Y) The internal energy of a system decreases as its temperature increases Z) Water and oil forming two separate layers when mixed together ,W) Water freezing at 50 degrees Celsius and 1 atmosphere,Short Answer,"A large plastic water bottle of height 85 centimeters is completely ﬁlled with water. A hole is poked 5 centimeters from the bottom. To two signiﬁcant ﬁgures and assuming that g is 10 meters per second squared, at what initial speed does the water come out from the hole? ",4.0 meters per second,MIT 2020 round 5
Earth and Space,Short Answer,"By name or number, arrange the following four sediments in order of increasing permeability. 1) Silt 2) Clay 3) Gravel 4) Sand ","2, 1, 4, 3",Multiple Choice,Which of the following soil horizons is char- acterized as having signiﬁcant amounts of accumulated oxide minerals and organic matter due to leaching from overlying horizons? W) A X) B Y) C Z) O ,X) B,MIT 2020 round 5
Physics,Short Answer,"Albert is jogging with components of velocity of 2 meters per second to the east and 3 meters per second to the north. Anka is running towards him with velocity components of 3 meters per second to the west and 9 meters per second to the south. What does Albert observe Anka’s speed to be, in meters per second? ",13 meters per second,Multiple Choice,"A parallel plate capacitor with plate area of A and a plate separation d has a capacitance of C. If the plate area is doubled to 2A and the plate separation is halved to d/2, what is the new capacitance? W) C/4 X) C Y) 2C Z) 4C ",Z) 4C,MIT 2020 round 5
Math,Short Answer,"When Jenny tried distributing her Halloween candies to 5 people, she had 3 candies left. When she distributed to 9 people, she had 6 candies left. In an attempt to resolve Jenny’s sharing trouble, James gave her 2 candies so that she could evenly distribute her candies to 8 people. If Jenny had tried to distribute her candies to 10 people, before James’ help, how many candies would she have left? ",8,Short Answer,"Two evenly matched basketball teams play a 7-game series. Each team has a 1/2 probability of winning each game, and the games are all inde- pendent of each other. The series ends as soon as one team wins 4 games. What is the probability that the series ends in exactly 6 games? ",5/16,MIT 2020 round 5
Energy,Multiple Choice,"Researchers in the Baker group at MIT are studying protein denaturation by the protease ClpXP at single amino-acid resolution. ClpXP binds to a seven-residue protein core, and is also known to grip large hydrophobic and aromatic side chains strongly. Which of the following residues would you most likely see in the protein core? W) Glutamine X) Alanine Y) Phenylalanine Z) Isoleucine ",Y) Phenylalanine,Multiple Choice,Researchers in the Bartel group are also investigating the untranslated regions of mRNAs. Which of the following statements is FALSE of UTRs? W) The 5’ UTR is longer in eukaryotes than in prokaryotes X) The eukaryotic Kozak consensus sequence may be considered anal- ogous to the Shine-Dalgarno sequence in prokaryotes Y) Mutations in UTRs are associated with various types of cancers Z) UTRs play a role in both post-transcriptional and post-translational modiﬁca- tion ,Z) UTRs play a role in both post-transcriptional and post-translational modiﬁcation,MIT 2020 round 5
Chemistry,Short Answer,"Given that the heats of formation of water and hydrogen peroxide under standard conditions are −285 kilojoules per mole and −188 kilojoules per mole respectively, what is the heat of formation of oxygen gas under standard conditions, in kilojoules per mole to the nearest integer? ",0 kilojoules per mole,Multiple Choice,Which of the following four choices is NOT an example of a colloid? W) Emulsion X) Gel Y) Aerosol Z) Suspension ,Z) Suspension,MIT 2020 round 5
Earth and Space,Multiple Choice,Which of the following factors accounts for the extremely low relief of the abyssal plains? W) Accumulation of sediment levels out any abnormalities in underlying bedrock X) Smooth basaltic lava ﬂows result in a nearly-level seaﬂoor Y) Erosion caused by thermohaline currents smooths out any irregularities in the seaﬂoor Z) Extreme water pressure at depth ﬂattens out irregularities in the seaﬂoor ,W) Accumulation of sediment levels out any abnormalities in underlyingbedrock,Short Answer,"To an observer on Earth, the full moon approximately has an apparent magnitude of −13 and a distance of 4×105 kilometers. An observer on Venus in inferior conjunction sees Earth at a distance of about 4×107 kilometers. To the nearest integer, what is the apparent magnitude of the moon to the observer on Venus? Ignore any atmospheric eﬀects. ",−3,MIT 2020 round 5
Biology,Short Answer,What is the name for the functional unit in the kidney? ,Nephron,Short Answer,"By name or number, identify all of the following three statements that are true about enzymatic competitive inhibition. 1) Competitive inhibitors can be overcome by increasing substrate concentration. 2) A competitive inhibitor binds to the allosteric site of an enzyme. 3) The maximum possible rate of reaction, or Vmax, changes when a competitive inhibitor is added. ",1 only ,MIT 2020 round 5
Physics,Multiple Choice,"Two point charges, one with charge +4q and one with charge −1q, are positioned on the x-axis such that the former is at the origin and the latter is at +6. At what point on the x-axis can a charge of +2q be placed such that it is subject to zero net force? W) −6 X) −3 Y) +4 Z) +12 ",Z) +12,Short Answer,"A ball is dropped from a height of 20 meters. Every time it bounces, it loses 75% of its kinetic energy. To the nearest whole number, how long, in seconds, will it take for the ball to come to rest? ",6 seconds,MIT 2020 round 5
Energy,Short Answer,"Researchers at MIT are involved in the Mars Oxygen In- Situ Resource Utilization Experiment, or MOXIE, aboard the Perserverance Rover, which explores the feasbility of generating oxygen from the Martian atmosphere. What gas is the most common component of Mars’s atmosphere? ",Carbon dioxide,Multiple Choice,"Researchers at MIT are involved in the Perseverance Rover, which is designed to explore the Jezero crater on Mars. An important objective of this mission is to explore potential sources of water on Mars. Where is the largest mass of water found on Mars? W) Martian permafrost X) North polar ice cap Y) South polar ice cap Z) Martian glaciers ",X) North polar ice cap,MIT 2020 round 5
Chemistry,Multiple Choice,Which of the following statements is NOT true about vapor pressure? W) Vapor pressure increases with atmospheric pressure X) The Clausius-Clapeyron equation describes the temperature dependence of the vapor pressure Y) The vapor pressure of a liquid at the boiling point is equal to the atmospheric pressure Z) The vapor pressure decreases with increasing strength of intermolecular forces ,W) Vapor pressure increases with atmospheric pressure,Multiple Choice,Which of the following orbitals has 2 angular nodes? W) 4s X) 4p Y) 4d Z) 4f ,Y) 4d,MIT 2020 round 5
Earth and Space,Multiple Choice,Which of the following sedimentary rocks would most likely form in a high-energy stream environment close to the stream head? W) Shale X) Sandstone Y) Breccia Z) Conglomerate ,Y) Breccia,Multiple Choice,Which of the following is not a common product of feldspar weathering processes? W) Calcite X) Kaolinite Y) Bicarbonate Z) Soluble cations ,W) Calcite,MIT 2020 round 5
Math,Short Answer,"A jar is ﬁlled with 100 M&M’s of 3 colors: red, yellow, and blue. There are 3 yellow M&M’s for every red M&M and 2 blue M&M’s for every yellow M&M. If you draw an M&M from the jar at random, what is the probability that it is yellow? ",3/10,Multiple Choice,How many points with integer coordinates are in the interior of the circle whose equation is given by x2 + y2 = 13? W) 33 X) 35 Y) 37 Z) 39 ,Y) 37,MIT 2020 round 5
Biology,Multiple Choice,Which of the following organs is part of the female reproductive system in a ﬂower? W) Anther X) Filament Y) Sepal Z) Style ,Z) Style,Short Answer,"By name or number, identify all of the following four amino acids whose side chains contain an aromatic ring: 1) Lysine 2) Histidine 3) Phenylalanine 4) Arginine ",2 and 3,MIT 2020 round 5
Chemistry,Short Answer,Which of the following quantities is NOT a state function? W) Internal energy X) Temperature Y) Work Z) Moles of substance ,Y) Work,Short Answer,"By name or number, arrange the following three diatomic molecules in increasing order of bond strength: 1) O2 2) F2 3) Cl2 ","2, 3, 1 ",MIT 2020 round 5
Physics,Short Answer,The state of the working substance in a heat engine traces out some closed path on a PV diagram. What quantity is represented by the area enclosed by the path? ,Work,Short Answer,"A block has a weight of 30 newtons in a vacuum and 20 newtons when submerged completely in water. To the nearest hundred, in kilograms per cubic meter, what is the density of the block? ",3000 kilograms per cubic meter,MIT 2020 round 5
